Dataset,Model,class_ent,eq_num_attr,gravity,inst_to_attr,nr_attr,nr_bin,nr_class,nr_cor_attr,nr_inst,nr_norm,nr_outliers,ns_ratio,Processing Units Number,Model Capability,Solution Stochasticity,Loss Margin Behaviour,Input Distribution Modelling,Fitting Regime,MCC
DeepSlice,AdaBoost,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,300,9,3,3,1,2,1.0
DeepSlice,Bagging,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,6316650,8,3,1,1,2,1.0
DeepSlice,BernoulliNB,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,57,1,1,2,3,1,1.0
DeepSlice,DNN,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,48,6,2,2,1,3,1.0
DeepSlice,DT,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,126333,5,1,1,1,2,1.0
DeepSlice,ExtraTree,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,126333,5,5,1,1,2,1.0
DeepSlice,FT-Transformer,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,384,7,2,2,1,3,1.0
DeepSlice,GaussianNB,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,111,1,1,2,3,1,1.0
DeepSlice,KNN,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,198,4,1,1,2,1,1.0
DeepSlice,LDA,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,225,2,1,1,4,1,0.6737412364504448
DeepSlice,LR,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,57,3,1,2,1,2,1.0
DeepSlice,LightGBM_ExtraTrees,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,12500,9,5,2,1,2,1.0
DeepSlice,LightGBM_RF,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,12500,9,4,2,1,2,1.0
DeepSlice,LinearSVC,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,57,3,1,4,1,2,1.0
DeepSlice,MLP,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,100,6,2,2,1,3,1.0
DeepSlice,PassiveAggressive,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,57,3,2,4,1,4,1.0
DeepSlice,Perceptron,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,57,3,2,5,1,4,1.0
DeepSlice,QDA,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,567,2,1,1,5,1,1.0
DeepSlice,Ridge,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,57,3,1,1,1,1,1.0
DeepSlice,SGD,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,57,3,2,4,1,3,1.0
DeepSlice,TabICL,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,27552258,10,2,2,1,5,1.0
DeepSlice,TabNet,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,128,7,2,2,1,3,1.0
DeepSlice,TabPFN,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,53153144,10,2,2,1,5,1.0
DeepSlice,TabTransformer,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,108,7,2,2,1,3,1.0
DeepSlice,XGBoost,1.4651529400440646,4.585187376245139,123.52044663247176,3509.277777777778,18,14,3,0.0457516339869281,63167,8.0,8,3.1289452480317608,12700,9,4,2,1,2,1.0
IoT-APD,AdaBoost,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,300,9,3,3,1,2,0.2716895629786385
IoT-APD,Bagging,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,1084450,8,3,1,1,2,0.5823148350644274
IoT-APD,BernoulliNB,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,80,1,1,2,3,1,0.0759601003290728
IoT-APD,DNN,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,48,6,2,2,1,3,0.1565073325322271
IoT-APD,DT,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,21689,5,1,1,1,2,0.5261441765567354
IoT-APD,ExtraTree,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,21689,5,5,1,1,2,0.5189858817258678
IoT-APD,FT-Transformer,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,384,7,2,2,1,3,0.4260702011508537
IoT-APD,GaussianNB,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,155,1,1,2,3,1,0.127018751897804
IoT-APD,KNN,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,165,4,1,1,2,1,0.2769467103436864
IoT-APD,LDA,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,195,2,1,1,4,1,0.1437325183520395
IoT-APD,LR,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,80,3,1,2,1,2,0.133661535899314
IoT-APD,LightGBM_ExtraTrees,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,75900,9,5,2,1,2,0.3667900468344877
IoT-APD,LightGBM_RF,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,75900,9,4,2,1,2,0.5497712340253648
IoT-APD,LinearSVC,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,80,3,1,4,1,2,0.1570392193927027
IoT-APD,MLP,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,100,6,2,2,1,3,0.2380600675655862
IoT-APD,PassiveAggressive,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,80,3,2,4,1,4,0.038735736660242
IoT-APD,Perceptron,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,80,3,2,5,1,4,0.0320069240393751
IoT-APD,QDA,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,675,2,1,1,5,1,0.2076964869517987
IoT-APD,Ridge,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,80,3,1,1,1,1,0.1583299801373413
IoT-APD,SGD,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,80,3,2,4,1,3,0.1198378676535157
IoT-APD,TabICL,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,27552258,10,2,2,1,5,0.684162635772223
IoT-APD,TabNet,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,48,7,2,2,1,3,0.1011203806585344
IoT-APD,TabPFN,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,53153144,10,2,2,1,5,0.6262679497229163
IoT-APD,TabTransformer,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,180,7,2,2,1,3,0.2191299718790396
IoT-APD,XGBoost,2.315369769121552,31.029356568494265,14.379522890076636,723.0,15,1,5,0.0952380952380952,10845,0.0,12,41.27436039422639,38100,9,4,2,1,2,0.5879469503300975
IoT-DNL,AdaBoost,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,300,9,3,3,1,2,0.996890620995318
IoT-DNL,Bagging,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,47742550,8,3,1,1,2,1.0
IoT-DNL,BernoulliNB,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,84,1,1,2,3,1,0.7962456196246401
IoT-DNL,DNN,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,48,6,2,2,1,3,2.455823984435704e-6
IoT-DNL,DT,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,954851,5,1,1,1,2,1.0
IoT-DNL,ExtraTree,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,954851,5,5,1,1,2,0.9999899456542796
IoT-DNL,FT-Transformer,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,128,7,2,2,1,3,0.8242678086600616
IoT-DNL,GaussianNB,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,162,1,1,2,3,1,0.484666274911364
IoT-DNL,KNN,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,143,4,1,1,2,1,0.9174395978859912
IoT-DNL,LDA,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,169,2,1,1,4,1,0.4850700375128905
IoT-DNL,LR,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,84,3,1,2,1,2,0.3102127854678276
IoT-DNL,LightGBM_ExtraTrees,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,12500,9,5,2,1,2,0.9487033847776646
IoT-DNL,LightGBM_RF,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,75900,9,4,2,1,2,0.9999648106862792
IoT-DNL,LinearSVC,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,84,3,1,4,1,2,0.2856935033032838
IoT-DNL,MLP,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,100,6,2,2,1,3,2.64945441005986e-6
IoT-DNL,PassiveAggressive,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,84,3,2,4,1,4,0.2177615482102739
IoT-DNL,Perceptron,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,84,3,2,5,1,4,0.1850019730670196
IoT-DNL,QDA,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,624,2,1,1,5,1,0.8216336349215188
IoT-DNL,Ridge,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,84,3,1,1,1,1,0.8435097881412245
IoT-DNL,SGD,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,84,3,2,4,1,3,0.1374257816496277
IoT-DNL,TabICL,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,27552258,10,2,2,1,5,0.9999924592604544
IoT-DNL,TabNet,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,96,7,2,2,1,3,0.9946019536483734
IoT-DNL,TabPFN,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,53153144,10,2,2,1,5,0.9999648106862792
IoT-DNL,TabTransformer,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,156,7,2,2,1,3,0.6773819794834318
IoT-DNL,XGBoost,2.5847961382725715,1.8328259549872408,60654274736603.7,36725.07692307692,13,0,6,0.141025641025641,477426,0.0,10,1.052123906411598,12700,9,4,2,1,2,0.9999949728298592
IoTID20,AdaBoost,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,300,9,3,3,1,2,0.9665099859013516
IoTID20,Bagging,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,62578250,8,3,1,1,2,0.995499981327114
IoTID20,BernoulliNB,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,190,1,1,2,3,1,0.577894531576039
IoTID20,DNN,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,48,6,2,2,1,3,0.4827930236082012
IoTID20,DT,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,1251565,5,1,1,1,2,0.9948510024535556
IoTID20,ExtraTree,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,1251565,5,5,1,1,2,0.9897363853241185
IoTID20,FT-Transformer,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,384,7,2,2,1,3,0.905489588937576
IoTID20,GaussianNB,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,378,1,1,2,3,1,0.1634087329128018
IoTID20,KNN,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,282,4,1,1,2,1,0.9614209904872364
IoTID20,LDA,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,4653,2,1,1,4,1,0.646394015583644
IoTID20,LR,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,190,3,1,2,1,2,0.6819278427038041
IoTID20,LightGBM_ExtraTrees,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,18300,9,5,2,1,2,0.9338248627728402
IoTID20,LightGBM_RF,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,37500,9,4,2,1,2,0.988158624536636
IoTID20,LinearSVC,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,190,3,1,4,1,2,0.6858396435875442
IoTID20,MLP,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,50,6,2,2,1,3,0.2567950889454918
IoTID20,PassiveAggressive,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,190,3,2,4,1,4,0.491990774854609
IoTID20,Perceptron,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,190,3,2,5,1,4,0.457773064370914
IoTID20,QDA,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,9118,2,1,1,5,1,0.5919084386768224
IoTID20,Ridge,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,190,3,1,1,1,1,0.6308938961344944
IoTID20,SGD,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,190,3,2,4,1,3,0.5687425125199748
IoTID20,TabICL,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,27552258,10,2,2,1,5,0.9880142257267732
IoTID20,TabNet,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,96,7,2,2,1,3,0.975566657883005
IoTID20,TabPFN,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,53153144,10,2,2,1,5,0.9856618925623506
IoTID20,TabTransformer,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,1128,7,2,2,1,3,0.8179213142743182
IoTID20,XGBoost,0.3432644495341364,7.832829573088412,4639124.206861703,6657.265957446809,94,25,2,0.0597117364447494,625783,14.0,68,43.72031911100076,38100,9,4,2,1,2,0.9936682915222672
IoTNet24,AdaBoost,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,300,9,3,3,1,2,0.999716536353734
IoTNet24,Bagging,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,2314450,8,3,1,1,2,0.999716536353734
IoTNet24,BernoulliNB,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,70,1,1,2,3,1,0.9713611965348268
IoTNet24,DNN,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,56,6,2,2,1,3,0.8545370142323903
IoTNet24,DT,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,46289,5,1,1,1,2,0.999716536353734
IoTNet24,ExtraTree,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,46289,5,5,1,1,2,0.999716536353734
IoTNet24,FT-Transformer,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,128,7,2,2,1,3,0.9791173361061054
IoTNet24,GaussianNB,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,138,1,1,2,3,1,0.9281635905154422
IoTNet24,KNN,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,170,4,1,1,2,1,0.9791609926287366
IoTNet24,LDA,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,663,2,1,1,4,1,0.9716525988050942
IoTNet24,LR,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,70,3,1,2,1,2,0.9103323530924416
IoTNet24,LightGBM_ExtraTrees,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,25300,9,5,2,1,2,0.9857507507085708
IoTNet24,LightGBM_RF,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,12500,9,4,2,1,2,0.9994332869432064
IoTNet24,LinearSVC,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,70,3,1,4,1,2,0.944640825114151
IoTNet24,MLP,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,50,6,2,2,1,3,0.8541831742964469
IoTNet24,PassiveAggressive,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,70,3,2,4,1,4,0.8881503352828299
IoTNet24,Perceptron,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,70,3,2,5,1,4,0.5641685401480229
IoTNet24,QDA,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,1258,2,1,1,5,1,0.9506201130822226
IoTNet24,Ridge,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,70,3,1,1,1,1,0.9716525988050942
IoTNet24,SGD,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,70,3,2,4,1,3,0.784209525663176
IoTNet24,TabICL,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,27552258,10,2,2,1,5,1.0
IoTNet24,TabNet,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,72,7,2,2,1,3,0.985178113781528
IoTNet24,TabPFN,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,53153144,10,2,2,1,5,1.0
IoTNet24,TabTransformer,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,408,7,2,2,1,3,0.9760595626394606
IoTNet24,XGBoost,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,12700,9,4,2,1,2,0.9994332869432064
KPI-KQI,AdaBoost,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,300,9,3,3,1,2,0.658974611303175
KPI-KQI,Bagging,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,16450,8,3,1,1,2,1.0
KPI-KQI,BernoulliNB,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,126,1,1,2,3,1,0.1013245197363484
KPI-KQI,DT,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,329,5,1,1,1,2,0.9863025070562842
KPI-KQI,ExtraTree,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,329,5,5,1,1,2,0.9591286835490412
KPI-KQI,GaussianNB,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,243,1,1,2,3,1,0.993191644381203
KPI-KQI,KNN,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,65,4,1,1,2,1,0.939187767717519
KPI-KQI,LDA,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,208,2,1,1,4,1,0.8658946629548331
KPI-KQI,LR,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,126,3,1,2,1,2,0.9388290202296568
KPI-KQI,LightGBM_ExtraTrees,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,37500,9,5,2,1,2,1.0
KPI-KQI,LightGBM_RF,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,18300,9,4,2,1,2,0.9066955147782804
KPI-KQI,LinearSVC,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,126,3,1,4,1,2,0.9591548719400156
KPI-KQI,PassiveAggressive,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,126,3,2,4,1,4,0.8309366083849717
KPI-KQI,Perceptron,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,126,3,2,5,1,4,0.6651452889791302
KPI-KQI,QDA,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,936,2,1,1,5,1,0.8926811401840967
KPI-KQI,Ridge,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,126,3,1,1,1,1,0.8652376451460234
