Dataset,Model,class_ent,eq_num_attr,gravity,inst_to_attr,nr_attr,nr_bin,nr_class,nr_cor_attr,nr_inst,nr_norm,nr_outliers,ns_ratio,Processing Units Number,Training Operations,Prediction Operations,Active Regularization Mechanisms,Robust to Outliers,MCC
IoTNet24,TabICL,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,17.131595050277248,13.575894578081533,13.575894578081533,0,1,1.0
IoTNet24,TabNet,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,4.276666119016055,14.326200172481427,4.276666119016055,1,1,0.985178113781528
IoTNet24,TabPFN,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,17.788687814342346,13.575894578081533,13.575894578081533,0,1,1.0
IoTNet24,TabTransformer,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,6.0112671744041615,16.060801227869533,6.0112671744041615,1,0,0.9760595626394606
IoTNet24,XGBoost,0.4129568272568125,3.684173889242945,54744.44297766372,680.7352941176471,34,24,2,0.1122994652406417,23145,3.0,29,4.439087608729601,9.449357272446683,20.855108254431666,6.396929655216146,0,1,0.9994332869432064
KPI-KQI,AdaBoost,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,5.703782474656201,12.27606501735021,4.605170185988092,0,0,0.658974611303175
KPI-KQI,Bagging,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,9.708080756193517,13.581019085625165,5.9101242542630485,0,2,1.0
KPI-KQI,BernoulliNB,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,4.836281906951478,7.6708948313621175,2.5649493574615367,1,0,0.1013245197363484
KPI-KQI,DT,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,5.796057750765372,9.668996080197019,1.9981012488349021,0,2,0.9863025070562842
KPI-KQI,ExtraTree,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,5.796057750765372,9.668996080197019,1.9981012488349021,0,2,0.9591286835490412
KPI-KQI,GaussianNB,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,5.493061443340548,7.6708948313621175,2.5649493574615367,0,0,0.993191644381203
KPI-KQI,KNN,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,4.174387269895637,7.6708948313621175,7.6708948313621175,0,0,0.939187767717519
KPI-KQI,LDA,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,5.337538079701318,10.235844188823654,2.5649493574615367,0,0,0.8658946629548331
KPI-KQI,LR,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,4.836281906951478,7.6708948313621175,2.5649493574615367,1,0,0.9388290202296568
KPI-KQI,LightGBM_ExtraTrees,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,10.532096211958502,15.372778554853221,7.701883723491103,0,2,1.0
KPI-KQI,LightGBM_RF,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,9.814656338829513,15.372778554853221,7.701883723491103,0,2,0.9066955147782804
KPI-KQI,LinearSVC,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,4.836281906951478,7.6708948313621175,2.5649493574615367,1,0,0.9591548719400156
KPI-KQI,PassiveAggressive,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,4.836281906951478,7.6708948313621175,2.5649493574615367,1,1,0.8309366083849717
